cites,authors,title,year,source,publisher,articleurl,citesurl,gsrank,querydate,type,doi,issn,citationurl,volume,issue,startpage,endpage,ecc,citesperyear,citesperauthor,authorcount,age,abstract,fulltexturl,relatedurl,title_clean,doi_clean
26,S Mahajan,Design and development of an open-source framework for citizen-centric environmental monitoring and data analysis,2022.0,Scientific Reports,nature.com,https://www.nature.com/articles/s41598-022-18700-z,https://scholar.google.com/scholar?cites=1730668347940110557&as_sdt=2005&sciodt=2007&hl=en,499,8/22/24 10:20,HTML,,,,,,,,26,13.0,26,1,2.0,… The Soc-IoT framework is based on the principle of open-source hardware and software. … Figure 6d shows the empirical cumulative distribution function (CDF) to understand the PM2.5 …,https://www.nature.com/articles/s41598-022-18700-z,https://scholar.google.com/scholar?q=related:3YD7ZrGRBBgJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,design and development of an open-source framework for citizen-centric environmental monitoring and data analysis,
21,"M Faizullin, A Kornilova, G Ferrer",Open-source lidar time synchronization system by mimicking GNSS-clock,2022.0,2022 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9918446/,https://scholar.google.com/scholar?cites=511442963615676321&as_sdt=2005&sciodt=2007&hl=en,206,8/22/24 10:20,,,,,,,,,21,10.5,7,3,2.0,"… between the sensors, we introduce an open-source hardware-software LiDAR to other sensors … Empirical estimation involves data driven evaluation methods and is beyond the scope of …",https://ieeexplore.ieee.org/iel7/9918187/9918262/09918446.pdf,https://scholar.google.com/scholar?q=related:oXcvaaoCGQcJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,open-source lidar time synchronization system by mimicking gnss-clock,
17,"M Teli, J McQueenie, R Cibin, M Foth",Intermediation in design as a practice of institutioning and commoning,2022.0,Design Studies,Elsevier,https://www.sciencedirect.com/science/article/pii/S0142694X22000527,https://scholar.google.com/scholar?cites=17531735764996033188&as_sdt=2005&sciodt=2007&hl=en,367,8/22/24 10:20,HTML,,,,,,,,17,8.5,4,4,2.0,"… For the purposes of this paper, we present the empirical findings that highlight the way … The project revolved around CR platform, a set of open-source hardware and software that …",https://www.sciencedirect.com/science/article/pii/S0142694X22000527,https://scholar.google.com/scholar?q=related:pIqZiMo8TfMJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,intermediation in design as a practice of institutioning and commoning,
14,"J Ang, AA Chien, SD Hammond, A Hoisie, I Karlin, ...",Reimagining codesign for advanced scientific computing: Report for the ascr workshop on reimagining codesign,2022.0,,osti.gov,https://www.osti.gov/biblio/1822199,https://scholar.google.com/scholar?cites=8575844879950017769&as_sdt=2005&sciodt=2007&hl=en,301,8/22/24 10:20,,,,,,,,,14,7.0,2,6,2.0,"… opensource hardware, open-source hardware simulation environments, open instruction-set architectures, and open-source software toolchain components has changed the potential …",https://www.osti.gov/servlets/purl/1822199,https://scholar.google.com/scholar?q=related:6fRFRnuFA3cJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,reimagining codesign for advanced scientific computing: report for the ascr workshop on reimagining codesign,
12,"C Chronis, I Varlamis",Fossbot: An open source and open design educational robot,2022.0,Electronics,mdpi.com,https://www.mdpi.com/2079-9292/11/16/2606,https://scholar.google.com/scholar?cites=5995258405398499361&as_sdt=2005&sciodt=2007&hl=en,111,8/22/24 10:20,HTML,,,,,,,,12,6.0,6,2,2.0,"… The solution is driven by open source and open hardware ideas, with which, we believe we will help educators in their work. We provide detail on the 3D-printable robot parts and its list …",https://www.mdpi.com/2079-9292/11/16/2606,https://scholar.google.com/scholar?q=related:IdBzZsFvM1MJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,fossbot: an open source and open design educational robot,
8,"J Arancio, MM Tirado, J Pearce",Equitable Research Capacity Towards the Sustainable Development Goals: The Case for Open Science Hardware,2022.0,J. Sci. Policy Gov,sciencepolicyjournal.org,https://www.sciencepolicyjournal.org/uploads/5/4/3/4/5434385/arancio_et_al_v21_i02__1_.pdf,https://scholar.google.com/scholar?cites=2578004247369505902&as_sdt=2005&sciodt=2007&hl=en,105,8/22/24 10:20,PDF,,,,,,,,8,4.0,3,3,2.0,"… We then present policy options to promote an open hardware paradigm that can accelerate attaining the SDGs. We argue that conventional, closed-source approaches to science …",https://www.sciencepolicyjournal.org/uploads/5/4/3/4/5434385/arancio_et_al_v21_i02__1_.pdf,https://scholar.google.com/scholar?q=related:blzoQTTpxiMJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,equitable research capacity towards the sustainable development goals: the case for open science hardware,
7,"PJ Mayville, AL Petsiuk, JM Pearce",Thermal post-processing of 3D printed polypropylene parts for vacuum systems,2022.0,Journal of Manufacturing and …,mdpi.com,https://www.mdpi.com/2504-4494/6/5/98,https://scholar.google.com/scholar?cites=16692410869314051857&as_sdt=2005&sciodt=2007&hl=en,297,8/22/24 10:20,HTML,,,,,,,,7,3.5,2,3,2.0,… costs of scientific equipment is to combine open-source hardware methods with digital distributed … was performed based on grayscale segmentation with the empirical threshold values. …,https://www.mdpi.com/2504-4494/6/5/98,https://scholar.google.com/scholar?q=related:EV9V1j5bp-cJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,thermal post-processing of 3d printed polypropylene parts for vacuum systems,
7,"S Kasparoglu, TP Wright, MD Petters",Open-hardware design and characterization of an electrostatic aerosol precipitator,2022.0,HardwareX,Elsevier,https://www.sciencedirect.com/science/article/pii/S2468067222000116,https://scholar.google.com/scholar?cites=6512375284707148633&as_sdt=2005&sciodt=2007&hl=en,142,8/22/24 10:20,HTML,,,,,,,,7,3.5,2,3,2.0,"… onto a single transfer function that is described by the empirical formula T = 1 - z DMA / z s 3 … and flow rate rather than relying on the empirical model. In most cases, the purpose of the …",https://www.sciencedirect.com/science/article/pii/S2468067222000116,https://scholar.google.com/scholar?q=related:WcMAQdGaYFoJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,open-hardware design and characterization of an electrostatic aerosol precipitator,
7,"F Camara, C Waltham, G Churchill, C Fox",Openpodcar: An open source vehicle for self-driving car research,2022.0,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2205.04454,https://scholar.google.com/scholar?cites=14632209766508432014&as_sdt=2005&sciodt=2007&hl=en,225,8/22/24 10:20,,,,,,,,,7,3.5,2,4,2.0,"OpenPodcar is a low-cost, open source hardware and software, autonomous vehicle research platform based on an off-the-shelf, hard-canopy, mobility scooter donor vehicle. Hardware …",https://arxiv.org/pdf/2205.04454,https://scholar.google.com/scholar?q=related:joq8A0INEMsJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,openpodcar: an open source vehicle for self-driving car research,
7,"A Pazaitis, V Kostakis, W Drechsler",Towards a Theory of Value as a Commons,2022.0,International Journal of the Commons,JSTOR,https://www.jstor.org/stable/48712066,https://scholar.google.com/scholar?cites=12439761014240971011&as_sdt=2005&sciodt=2007&hl=en,473,8/22/24 10:20,,,,,,,,,7,3.5,2,3,2.0,"… Likewise, theoretical or empirical explorations on value and … the means through which empirical economic phenomena are … Soon, open hardware and open design practices extended …",https://www.jstor.org/stable/pdf/48712066.pdf,https://scholar.google.com/scholar?q=related:AwmW2LvooqwJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,towards a theory of value as a commons,
6,"C Garnier, I Capdevila","Making, hacking, coding: Fablabs as intermediary platforms for modes of social manufacturing",2022.0,Journal of Innovation Economics &Management,cairn.info,https://www.cairn.info/revue-journal-of-innovation-economics-2023-1-page-137.htm,https://scholar.google.com/scholar?cites=13422020593383054083&as_sdt=2005&sciodt=2007&hl=en,339,8/22/24 10:20,HTML,,,,,,,,6,3.0,3,2,2.0,… The second part explains our empirical background and justifies the notion of FabLabs as … has used open-source models and open hardware shared by the community to develop a …,https://www.cairn.info/revue-journal-of-innovation-economics-2023-1-page-137.htm,https://scholar.google.com/scholar?q=related:AxuT5J2YRLoJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,"making, hacking, coding: fablabs as intermediary platforms for modes of social manufacturing",
6,"M Bestek, E Grönvall, J Saad-Sulonen",Commoning semantic interoperability in healthcare,2022.0,International Journal of the …,JSTOR,https://www.jstor.org/stable/48712064,https://scholar.google.com/scholar?cites=15459062423403435639&as_sdt=2005&sciodt=2007&hl=en,480,8/22/24 10:20,,,,,,,,,6,3.0,2,3,2.0,"… empirical case of working with semantic interoperability in Slovenia. We continue with the empirical … We can learn from the case of open-source hardware in healthcare (Carpentier, 2021…",https://www.jstor.org/stable/pdf/48712064.pdf,https://scholar.google.com/scholar?q=related:dxaNU16fidYJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,commoning semantic interoperability in healthcare,
6,"S Tan-a-ram, A Leelayuttho, S Kittipiyakul, ...",KidBright: An open-source embedded programming platform with a dedicated software framework in support of ecosystems for learning to code,2022.0,Sustainability,mdpi.com,https://www.mdpi.com/2071-1050/14/21/14528,https://scholar.google.com/scholar?cites=17481477294739704399&as_sdt=2005&sciodt=2007&hl=en,293,8/22/24 10:20,HTML,,,,,,,,6,3.0,2,4,2.0,"… Regarding these issues, we have developed an open-source hardware-based coding … in the context of software and hardware through empirical investigations. To promote and sustain …",https://www.mdpi.com/2071-1050/14/21/14528,https://scholar.google.com/scholar?q=related:T0oEjvqumvIJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,kidbright: an open-source embedded programming platform with a dedicated software framework in support of ecosystems for learning to code,
5,"S Gupta, A Degbelo",An empirical analysis of AI contributions to sustainable cities (SDG11),2022.0,arXiv preprint arXiv:2202.02879,arxiv.org,https://arxiv.org/abs/2202.02879,https://scholar.google.com/scholar?cites=12579129376006441528&as_sdt=2005&sciodt=2007&hl=en,231,8/22/24 10:20,,,,,,,,,5,2.5,3,2,2.0,"… However, existing attempts to understand and use the opportunities offered by AI for SDG 11 have been explored sparsely, and the shortage of empirical evidence about the practical …",https://arxiv.org/pdf/2202.02879,https://scholar.google.com/scholar?q=related:OIqLOIULkq4J:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,an empirical analysis of ai contributions to sustainable cities (sdg11),
5,"A Chen, C Kuo, JS Blouin",A portable and low-cost solution for real-time manipulation of the vestibular sense,2022.0,Journal of Neuroscience Methods,Elsevier,https://www.sciencedirect.com/science/article/pii/S0165027022002357,https://scholar.google.com/scholar?cites=13750749782364390665&as_sdt=2005&sciodt=2007&hl=en,498,8/22/24 10:20,HTML,,,,,,,,5,2.5,2,3,2.0,"… We provided a solution using open-source hardware to implement a real-time, physiology … -bipolar configuration based on previous empirical data from human experimentations (Chen …",https://www.sciencedirect.com/science/article/pii/S0165027022002357,https://scholar.google.com/scholar?q=related:CQUcjRJ61L4J:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,a portable and low-cost solution for real-time manipulation of the vestibular sense,
5,"AM Medhi, AD Patange, SS Pardeshi, ...",Overview of contemporary systems driven by open-design movement,2022.0,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2201.05698,https://scholar.google.com/scholar?cites=17652134538813545900&as_sdt=2005&sciodt=2007&hl=en,100,8/22/24 10:20,,,,,,,,,5,2.5,1,4,2.0,"… designing with IoT– mangOH [116] According to Open Source Hardware Association [43], the phrase Open-Source Hardware belongs to a product whose design has been announced …",https://arxiv.org/pdf/2201.05698,https://scholar.google.com/scholar?q=related:rJ1iidb6-PQJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,overview of contemporary systems driven by open-design movement,
4,"S Alcaide, G Cabo, F Bas, P Benedicte, ...",SafeX: Open source hardware and software components for safety-critical systems,2022.0,2022 Forum on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9925668/,https://scholar.google.com/scholar?cites=10559980856776651573&as_sdt=2005&sciodt=2007&hl=en,126,8/22/24 10:20,,,,,,,,,4,2.0,1,5,2.0,RISC-V Instruction Set Architecture (ISA) emerges as an opportunity to develop open source hardware without being subject to expensive licenses or export restrictions. A plethora of …,,https://scholar.google.com/scholar?q=related:NfMY26OWjJIJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,safex: open source hardware and software components for safety-critical systems,
4,"VV Patel, MV Liarokapis, ...","Open robot hardware: progress, benefits, challenges, and best practices",2022.0,IEEE Robotics & …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9992182/,https://scholar.google.com/scholar?cites=11502463208788740475&as_sdt=2005&sciodt=2007&hl=en,68,8/22/24 10:20,,,,,,,,,4,2.0,1,3,2.0,"… open source hardware use to general audiences, establishes shared principles of the open source hardware … be suitable to the type of empirical evidence researchers hope to collect, …",https://ieeexplore.ieee.org/iel7/100/10255498/09992182.pdf,https://scholar.google.com/scholar?q=related:e0nagVj1oJ8J:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,"open robot hardware: progress, benefits, challenges, and best practices",
3,"K Kuroki, K Yan, H Iwata, KK Shimizu, ...",Development of a high-throughput field phenotyping rover optimized for size-limited breeding fields as open-source hardware,2022.0,Breeding …,jstage.jst.go.jp,https://www.jstage.jst.go.jp/article/jsbbs/72/1/72_21059/_article/-char/ja/,https://scholar.google.com/scholar?cites=6054129259603663615&as_sdt=2005&sciodt=2007&hl=en,158,8/22/24 10:20,,,,,,,,,3,1.5,1,5,2.0,"… We also made the field rover open-source hardware, making its … These empirical insights suggest that the hybrid approach of … this field rover as open-source hardware, it is expected that …",https://www.jstage.jst.go.jp/article/jsbbs/72/1/72_21059/_pdf,https://scholar.google.com/scholar?q=related:_5r5RnyWBFQJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,development of a high-throughput field phenotyping rover optimized for size-limited breeding fields as open-source hardware,
2,"L Thomas, K Evrard Samuel",Leveraging Stakeholders to Grow Open-source Hardware Business Models: The Case of Barcelona,2022.0,Journal of Innovation Economics & …,cairn.info,https://www.cairn.info/revue-journal-of-innovation-economics-2023-1-page-193.htm,https://scholar.google.com/scholar?cites=3609698317882112909&as_sdt=2005&sciodt=2007&hl=en,48,8/22/24 10:20,HTML,,,,,,,,2,1.0,1,2,2.0,"Some authors, as well as practitioners, consider Open-Source Hardware (OSH) as the most disruptive innovation to have emerged from the Internet over the last few years. OSH could …",https://www.cairn.info/revue-journal-of-innovation-economics-2023-1-page-193.htm,https://scholar.google.com/scholar?q=related:jTuwv345GDIJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,leveraging stakeholders to grow open-source hardware business models: the case of barcelona,
2,"J Lasser, J Schneider, T Lösch, R Röwert, ...",MapOSR-A mapping review dataset of empirical studies on Open Science,2022.0,…,f1000research.com,https://f1000research.com/articles/11-535,https://scholar.google.com/scholar?cites=17275520873418596329&as_sdt=2005&sciodt=2007&hl=en,85,8/22/24 10:20,HTML,,,,,,,,2,1.0,0,5,2.0,"… Our aim was to identify all empirical studies concerned with Open Science or any of its key … With these settings and restrictions, we consider our study as a mapping review of empirical …",https://f1000research.com/articles/11-535,https://scholar.google.com/scholar?q=related:6R_2abT6vu8J:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,maposr-a mapping review dataset of empirical studies on open science,
1,"F Camara, C Fox",Game theory proxemics and trust for self-driving car social navigation,2022.0,IEEE …,seanavbench.interactive-machines …,https://seanavbench.interactive-machines.com/papers/camara.pdf,https://scholar.google.com/scholar?cites=5209126648320030601&as_sdt=2005&sciodt=2007&hl=en,413,8/22/24 10:20,PDF,,,,,,,,1,0.5,1,2,2.0,"… In a first empirical study [14]… empirical understanding of the human factors required by future game theoretic autonomous vehicles. In a second study [5], we developed a novel empirical …",https://seanavbench.interactive-machines.com/papers/camara.pdf,https://scholar.google.com/scholar?q=related:ifciZxaJSkgJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,game theory proxemics and trust for self-driving car social navigation,
1,"N Iuga, I Zagan, VG Gaitan",CPU Execution Time Analysis based on RISC-V ISA Simulators: A Survey,2022.0,2022 International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9786163/,https://scholar.google.com/scholar?cites=5467934445814904146&as_sdt=2005&sciodt=2007&hl=en,311,8/22/24 10:20,,,,,,,,,1,0.5,0,3,2.0,"… that management software written by empirical procedures can be … open-hardware community, with many new models of processors and accelerators. However, turning open hardware …",https://ieeexplore.ieee.org/iel7/9786063/9786070/09786163.pdf,https://scholar.google.com/scholar?q=related:UnXreWgB4ksJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,cpu execution time analysis based on risc-v isa simulators: a survey,
1,"D Laverty, M Rusch, D Saba, ...",Open Source Time Synchronised Sampled Value Logger for Power System Studies,2022.0,2022 33rd Irish Signals …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9826178/,https://scholar.google.com/scholar?cites=10825910910963413185&as_sdt=2005&sciodt=2007&hl=en,331,8/22/24 10:20,,,,,,,,,1,0.5,0,4,2.0,… Access to empirical data at this level is necessary to improve understanding of … from both professional substation equipment and open source hardware such as OpenPMU. The method …,https://ieeexplore.ieee.org/iel7/9826136/9826139/09826178.pdf,https://scholar.google.com/scholar?q=related:wfD_iZ1cPZYJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,open source time synchronised sampled value logger for power system studies,
1,Ahmed Alsheikhy,EVALUATION OF POWER DISSIPATION AND ENERGY IN A ROBOTIC SYSTEM,2022.0,International Journal On Information Technologies And Security,Union Scientists Bulgaria,,,600,8/22/24 16:58,Article,,1313-8251,,14.0,2.0,51.0,62.0,1,0.5,1,1,2.0,"Robots are widely used in many disciplines like manufacturing, military, and commercial. They are seen as a key to advancements in such fields. A robotic is being used to assure precision and reliability. Some bigger companies like amazon use robotics to achieve stability and speed up their productions. In real-life, robots are mostly used in environments that contain uncertainties events. Additionally, interruptions occur there. Determining several performance quantities such as the execution time, throughput, power dissipation and energy under severe circumstances is crucial in the fields where robotics are used. This paper uses the developed framework earlier on a robotic manipulator to estimate average power dissipation, also known as power consumption, and average energy. Subsequently, a comparison analysis is conducted using several free tools such as Power Gadget, HW Monitor, Sidebar Diagnostics and Open Hardware Monitor. Those free tools are chosen since they are available with no extra hidden charges, and they are easy to download and use. The aim of that analysis is to find the differences between the average estimated value using mathematical equations and the actual ones from those tools. The analysis is performed on a machine running on a Windows based system. The results that obtained indicate that the estimated/predicted values of the dissipated power and energy are close to the actual values. Likewise, the error between those figures varies between 6% to 11%. This variation happens because the used machine is affected by its specifications, especially the number of cores of its CPU and the clock frequency.",,,evaluation of power dissipation and energy in a robotic system,
0,"B Moncur, G Clawson, J Bennett, K Fogarty, C Fox",Towards Open Source Hardware Robotic Woodwind: an Internal Duct Flute Player,2022.0,,repository.lincoln.ac.uk,https://repository.lincoln.ac.uk/articles/conference_contribution/Towards_Open_Source_Hardware_Robotic_Woodwind_an_Internal_Duct_Flute_Player/25179038/1,,159,8/22/24 10:20,,,,,,,,,0,0.0,0,5,2.0,"We present the first open source hardware (OSH) design and build of an automated robotic internal duct flute player, including an artificial lung and pitch calibration system. Using a …",https://repository.lincoln.ac.uk/articles/conference_contribution/Towards_Open_Source_Hardware_Robotic_Woodwind_an_Internal_Duct_Flute_Player/25179038/1/files/44459270.pdf,https://scholar.google.com/scholar?q=related:FoWXH07BLYgJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,towards open source hardware robotic woodwind: an internal duct flute player,
0,"D Ahmadaliev, AHS Metwally, ...",The Effects of Educational Robotics on STEM Students' Engagement and Reflective Thinking,2022.0,2022 IEEE Frontiers …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9962498/,,393,8/22/24 10:20,,,,,,,,,0,0.0,0,3,2.0,"… sessions (3 weeks) by using open-source hardware and software kits through articulated robots … Based on the foregoing empirical results of the current study, we found that ER practical …",https://ieeexplore.ieee.org/iel7/9962306/9962373/09962498.pdf,https://scholar.google.com/scholar?q=related:4CwJaCcIsqwJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,the effects of educational robotics on stem students' engagement and reflective thinking,
0,"AM Chagas, H Nashid, AH Abdo",An Empirical Assessment of the Evolution of Open Hardware Documentation Practices in the Academic Community,2022.0,4S-ESOCITE,hal.science,https://hal.science/hal-04488673/,,123,8/22/24 10:20,,,,,,,,,0,0.0,0,3,2.0,"… the establishment of standards for sharing open hardware designs. Our methodology is based on scraping a series of full-text searches for 'open hardware' as a term in Google Scholar, …",,https://scholar.google.com/scholar?q=related:e42Pxzoo9YgJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,an empirical assessment of the evolution of open hardware documentation practices in the academic community,
0,"A Dadkhah Tehrani, ...","Design, Manufacture, and Perform of First Electronic Seismic Sensor Dilatometer in Project of Tehran Metro line 6 as a Rapid Environmentally Friendly in-situ Test with …",2022.0,Journal of Mining and …,jme.shahroodut.ac.ir,https://jme.shahroodut.ac.ir/article_2618.html,,424,8/22/24 10:20,,,,,,,,,0,0.0,0,2,2.0,"… based on the empirical relationships, so experience and increasing the number of tests play an essential role in interpreting the results. Figure 2 compares the amount of soil …",https://jme.shahroodut.ac.ir/article_2618_6c11180a57c519598b4d1667bf9f2723.pdf,https://scholar.google.com/scholar?q=related:knEj56fixEsJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,"design, manufacture, and perform of first electronic seismic sensor dilatometer in project of tehran metro line 6 as a rapid environmentally friendly in-situ test with …",
0,"Emanuela Elisa Cepolina, Alberto Parmiggiani, Carlo Canali, Ferdinando Cannella","Disarmadillo: an open source, sustainable, robotic platform for humanitarian demining",2022.0,Acta Imeko,Imeko - Int Measurement Confederation,,,736,8/22/24 16:58,Article,,0237-028X,,11.0,3.0,,,0,0.0,0,4,2.0,"The mine action community suffers from a lack of information sharing among stakeholders. Since 2004, Snail Aid has been working on Disarmadillo, a dramatic shift in paradigm: an open source hardware platform for humanitarian demining. Developed mainly thanks to volunteers' work across more than 15 years, the machine is now going to get a push thanks to the project Disarmadillo+, in collaboration between Snail Aid - Technology for Development and the Italian Institute of Technology. The new version of the machine will be improved in terms of manoeuvrability, modularity, versatility, without compromising its characteristic features. The re-design will take into account the need of keeping the cost low and the technology appropriate to the context where it will work. The ability of the machine to serve two different purposes will also be preserved: the machine will keep on being easily convertible to its original agricultural nature, being developed around a commercial off-the-shelf powertiller. The paper presents the machine and the research work foreseen within the new project.",,,"disarmadillo: an open source, sustainable, robotic platform for humanitarian demining",
0,"Robert Viseur, Nicolas Jullien",3D printer builders’ Open-hardware strategies,2022.0,Proceedings of the 18th International Symposium on Open Collaboration,ACM,http://dx.doi.org/10.1145/3555051.3555069,,436,8/22/24 15:14,proceedings-article,10.1145/3555051.3555069,,,,,,,0,0.0,0,2,2.0,,https://dl.acm.org/doi/pdf/10.1145/3555051.3555069,,3d printer builders’ open-hardware strategies,10.1145/3555051.3555069
0,"R Viseur, N Jullien",3D printer builders' Open-hardware strategies,2022.0,Proceedings of the 18th International Symposium on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3555051.3555069,,179,8/22/24 10:20,,10.1145/3555051.3555069,,,,,,,0,0.0,0,2,2.0,"… , “open-hardware”. The article has four parts. In the first part, we discuss the theoretical concepts that open-hardware … in the fourth part, identifying two open-hardware business models. …",https://dl.acm.org/doi/pdf/10.1145/3555051.3555069,https://scholar.google.com/scholar?q=related:HkFI77vZMTIJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,3d printer builders' open-hardware strategies,10.1145/3555051.3555069
0,"Saja Zaid Hasan, Sajjad Hasan Sharqi, Tayser Sumer Gaaz, Ahmed A. Al-Amiery",DESIGNING AN EMBEDDED WIRELESS SENSOR NETWORK PLATFORM USING SINGLE BOARD COMPUTER APPLICATION,2022.0,Journal Of Engineering Science And Technology,Taylors Univ Sdn Bhd,,,720,8/22/24 16:58,Article,,1823-4690,,17.0,5.0,3619.0,3636.0,0,0.0,0,4,2.0,"The aim of the recent research on wireless sensor network (WSN) technology is provide solutions to many applications. This manuscript concerns designing a wireless sensor network system that facilitates open-source hardware platforms, ZigBee and Raspberry Pi. The embedded system architecture combines the gateway node of the wireless sensor network, database server, and web server in one single-board computer (SBC) hardware platform. The design reduces power consumption and cost by developing better scalability and lesser sensors units to improve sending and receiving data. The use of Raspberry Pi in the design enhances flexibility and reduces the cost. Further, using the Python code in programming minimizes the codes of the components and avoids errors. The choice of the Raspbian operating system for Raspberries has resulted in higher quality, better stability, and a smoother scalable operating system. Raspberry Pi acts as a base station for the ZigBee protocol. Additionally, data can be transferred remotely at the base station via the website. The advantage of using python in the programming makes the work on the Raspberry easier and faster, and the language learning becomes easier than before. The other advantage of this technique is to allow sending the data to any Raspberry by clicking special buttons on the GUI, capability to work with both multicast-and unicast-based communication schemes, and to work as router and end tag(E52) to enable sending the real-time data to the nearest router. Analytically, the new design provides a maximum transmit power of 20 dBm12 compared to 18 dBs and increase the output power increases by a little more than 2 dB.",,,designing an embedded wireless sensor network platform using single board computer application,
